"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"178","1803.07478v1","2018-03-20 15:13:36","2018-03-20 15:13:36","Neutrinos from Choked Jets Accompanied by Type-II Supernovae","  The origin of the IceCube neutrinos is still an open question. Upper limits
from diffuse gamma-ray observations suggest that the neutrino sources are
either distant or hidden from gamma-ray observations. It is possible that the
neutrinos are produced in jets that are formed in the core-collapsing massive
stars and fail to break out, the so-called choked jets. We study neutrinos from
the jets choked in the hydrogen envelopes of red supergiant stars. Fast
photo-meson cooling softens the neutrino spectrum, making it difficult to
explain the PeV neutrinos observed by IceCube in a one-component scenario, but
a two-component model can explain the spectrum. Furthermore, we predict that a
newly born jet-driven type-II supernova may be observed to be associated with a
neutrino burst detected by IceCube.
","Hao-Ning He|Alexander Kusenko|Shigehiro Nagataki|Yi-Zhong Fan|Da-Ming Wei","","http://arxiv.org/abs/1803.07478v1","http://arxiv.org/pdf/1803.07478v1","http://dx.doi.org/10.3847/1538-4357/aab360","11 pages, 5 figures, 1 table, accepted to ApJ","","10.3847/1538-4357/aab360","astro-ph.HE","astro-ph.HE|hep-ph"
"179","1804.01904v1","2018-04-04 15:39:48","2018-04-04 15:39:48","LOFT-e: Localisation Of Fast Transients with e-MERLIN","  The majority of fast radio bursts (FRBs) are poorly localised, hindering
their potential scientific yield as galactic, intergalactic, and cosmological
probes. LOFT-e, a digital backend for the U.K.'s e-MERLIN seven-telescope
interferometer will provide commensal search and real-time detection of FRBs,
taking full advantage of its field of view (FoV), sensitivity, and observation
time. Upon burst detection, LOFT-e will store raw data offline, enabling the
sub-arcsecond localisation provided by e-MERLIN and expanding the pool of
localised FRBs. The high-time resolution backend will additionally introduce
pulsar observing capabilities to e-MERLIN.
","C. R. H. Walker|R. P. Breton|P. A. Harrison|A. Holloway|M. J. Keith|M. Kramer|M. Malenta|M. B. Mickaliger|J. Roy|T. W. Scragg|B. W. Stappers","","http://arxiv.org/abs/1804.01904v1","http://arxiv.org/pdf/1804.01904v1","http://dx.doi.org/10.1017/S1743921317010377","2 pages, no figures, prepared for Proceedings of IAU Symposium 337:
  Pulsar Astrophysics - The Next 50 Years at Jodrell Bank Observatory, UK
  (September 4 - 8 2017)","","10.1017/S1743921317010377","astro-ph.IM","astro-ph.IM|astro-ph.HE"
"180","1804.04101v1","2018-04-11 17:12:58","2018-04-11 17:12:58","Highest-frequency detection of FRB 121102 at 4-8 GHz using the
  Breakthrough Listen Digital Backend at the Green Bank Telescope","  We report the first detections of the repeating fast radio burst source FRB
121102 above 5.2 GHz. Observations were performed using the 4$-$8 GHz receiver
of the Robert C. Byrd Green Bank Telescope with the Breakthrough Listen digital
backend. We present the spectral, temporal and polarization properties of 21
bursts detected within the first 60 minutes of a total 6-hour observations.
These observations comprise the highest burst density yet reported in the
literature, with 18 bursts being detected in the first 30 minutes. A few bursts
clearly show temporal sub-structures with distinct spectral properties. These
sub-structures superimpose to provide enhanced peak signal-to-noise ratio at
higher trial dispersion measures. Broad features occur in $\sim 1$ GHz wide
subbands that typically differ in peak frequency between bursts within the
band. Finer-scale structures ($\sim 10-50$ MHz) within these bursts are
consistent with that expected from Galactic diffractive interstellar
scintillation. The bursts exhibit nearly 100% linear polarization, and a large
average rotation measure of 9.359$\pm$0.012 $\times$ 10$^{\rm 4}$ rad m$^{\rm
-2}$ (in the observer's frame). No circular polarization was found for any
burst. We measure an approximately constant polarization position angle in the
13 brightest bursts. The peak flux densities of the reported bursts have
average values (0.2$\pm$0.1 Jy), similar to those seen at lower frequencies
($<3$ GHz), while the average burst widths (0.64$\pm$0.46 ms) are relatively
narrower.
","V. Gajjar|A. P. V. Siemion|D. C. Price|C. J. Law|D. Michilli|J. W. T. Hessels|S. Chatterjee|A. M. Archibald|G. C. Bower|C. Brinkman|S. Burke-Spolaor|J. M. Cordes|S. Croft|J. Emilio Enriquez|G. Foster|N. Gizani|G. Hellbourg|H. Isaacson|V. M. Kaspi|T. J. W. Lazio|M. Lebofsky|R. S. Lynch|D. MacMahon|M. A. McLaughlin|S. M. Ransom|P. Scholz|A. Seymour|L. G. Spitler|S. P. Tendulkar|D. Werthimer|Y. G. Zhang","","http://arxiv.org/abs/1804.04101v1","http://arxiv.org/pdf/1804.04101v1","http://dx.doi.org/10.3847/1538-4357/aad005","Accepted for publication in ApJ","","10.3847/1538-4357/aad005","astro-ph.HE","astro-ph.HE"
"181","1805.06435v2","2018-05-16 17:24:39","2018-07-13 16:57:10","The e-ASTROGAM gamma-ray space observatory for the multimessenger
  astronomy of the 2030s","  e-ASTROGAM is a concept for a breakthrough observatory space mission carrying
a gamma-ray telescope dedicated to the study of the non-thermal Universe in the
photon energy range from 0.15 MeV to 3 GeV. The lower energy limit can be
pushed down to energies as low as 30 keV for gamma-ray burst detection with the
calorimeter. The mission is based on an advanced space-proven detector
technology, with unprecedented sensitivity, angular and energy resolution,
combined with remarkable polarimetric capability. Thanks to its performance in
the MeV-GeV domain, substantially improving its predecessors, e-ASTROGAM will
open a new window on the non-thermal Universe, making pioneering observations
of the most powerful Galactic and extragalactic sources, elucidating the nature
of their relativistic outflows and their effects on the surroundings. With a
line sensitivity in the MeV energy range one to two orders of magnitude better
than previous and current generation instruments, e-ASTROGAM will determine the
origin of key isotopes fundamental for the understanding of supernova explosion
and the chemical evolution of our Galaxy. The mission will be a major player of
the multiwavelength, multimessenger time-domain astronomy of the 2030s, and
provide unique data of significant interest to a broad astronomical community,
complementary to powerful observatories such as LISA, LIGO, Virgo, KAGRA, the
Einstein Telescope and the Cosmic Explorer, IceCube-Gen2 and KM3NeT, SKA, ALMA,
JWST, E-ELT, LSST, Athena, and the Cherenkov Telescope Array.
","V. Tatischeff|A. De Angelis|M. Tavani|I. Grenier|U. Oberlack|L. Hanlon|R. Walter|A. Argan|P. von Ballmoos|A. Bulgarelli|I. Donnarumma|M. Hernanz|I. Kuvvetli|M. Mallamaci|M. Pearce|A. Zdziarski|A. Aboudan|M. Ajello|G. Ambrosi|D. Bernard|E. Bernardini|V. Bonvicini|A. Brogna|M. Branchesi|C. Budtz-Jorgensen|A. Bykov|R. Campana|M. Cardillo|S. Ciprini|P. Coppi|P. Cumani|R. M. Curado da Silva|D. De Martino|R. Diehl|M. Doro|V. Fioretti|S. Funk|G. Ghisellini|F. Giordano|J. E. Grove|C. Hamadache|D. H. Hartmann|M. Hayashida|J. Isern|G. Kanbach|J. Kiener|J. Knödlseder|C. Labanti|P. Laurent|M. Leising|O. Limousin|F. Longo|K. Mannheim|M. Marisaldi|M. Martinez|M. N. Mazziotta|J. E. McEnery|S. Mereghetti|G. Minervini|A. Moiseev|A. Morselli|K. Nakazawa|P. Orleanski|J. M. Paredes|B. Patricelli|J. Peyré|G. Piano|M. Pohl|R. Rando|M. Roncadelli|F. Tavecchio|D. J. Thompson|R. Turolla|A. Ulyanov|A. Vacchi|X. Wu|A. Zoglauer","on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration|on behalf of the e-ASTROGAM Collaboration","http://arxiv.org/abs/1805.06435v2","http://arxiv.org/pdf/1805.06435v2","","15 pages, 7 figures. Submitted to the proceedings of the conference
  SPIE Astronomical Telescopes and Instrumentation 2018: Ultraviolet to Gamma
  Ray. v2: corrections of authors' affiliations","","","astro-ph.HE","astro-ph.HE"
"182","1807.03722v2","2018-07-10 15:46:58","2018-08-07 15:28:46","Detection of Bursts from FRB 121102 with the Effelsberg 100-m Radio
  Telescope at 5 GHz and the Role of Scintillation","  FRB 121102, the only repeating fast radio burst (FRB) known to date, was
discovered at 1.4 GHz and shortly after the discovery of its repeating nature,
detected up to 2.4 GHz. Here we present three bursts detected with the 100-m
Effelsberg radio telescope at 4.85 GHz. All three bursts exhibited frequency
structure on broad and narrow frequency scales. Using an autocorrelation
function analysis, we measured a characteristic bandwidth of the small-scale
structure of 6.4$\pm$1.6 MHz, which is consistent with the diffractive
scintillation bandwidth for this line of sight through the Galactic
interstellar medium (ISM) predicted by the NE2001 model. These were the only
detections in a campaign totaling 22 hours in 10 observing epochs spanning five
months. The observed burst detection rate within this observation was
inconsistent with a Poisson process with a constant average occurrence rate;
three bursts arrived in the final 0.3 hr of a 2 hr observation on 2016 August
20. We therefore observed a change in the rate of detectable bursts during this
observation, and we argue that boosting by diffractive interstellar
scintillations may have played a role in the detectability. Understanding
whether changes in the detection rate of bursts from FRB 121102 observed at
other radio frequencies and epochs are also a product of propagation effects,
such as scintillation boosting by the Galactic ISM or plasma lensing in the
host galaxy, or an intrinsic property of the burst emission will require
further observations.
","Laura G Spitler|W Herrmann|Geoffrey C Bower|Shami Chatterjee|James M Cordes|Jason W T Hessels|Michael Kramer|Daniele Michilli|Paul Scholz|Andrew Seymour|Andrew P V Siemion","","http://arxiv.org/abs/1807.03722v2","http://arxiv.org/pdf/1807.03722v2","http://dx.doi.org/10.3847/1538-4357/aad332","Accepted to ApJ. Minor typos corrected","","10.3847/1538-4357/aad332","astro-ph.HE","astro-ph.HE"
"183","1810.00855v1","2018-10-01 17:51:46","2018-10-01 17:51:46","Ultra-Wideband Detection of 22 Coherent Radio Bursts on M Dwarfs","  Coherent radio bursts detected from M dwarfs have some analogy with solar
radio bursts, but reach orders of magnitude higher luminosities. These events
trace particle acceleration, powered by magnetic reconnection, shock fronts
(such as formed by coronal mass ejections, CMEs), and magnetospheric currents,
in some cases offering the only window into these processes in stellar
atmospheres. We conducted a 58-hour, ultra-wideband survey for coherent radio
bursts on 5 active M dwarfs. We used the Karl G. Jansky Very Large Array (VLA)
to observe simultaneously in three frequency bands covering a subset of 224-482
MHz and 1-6 GHz, achieving the widest fractional bandwidth to date for any
observations of stellar radio bursts. We detected 22 bursts across 13 epochs,
providing the first large sample of wideband dynamic spectra of stellar
coherent radio bursts. The observed bursts have diverse morphology, with
durations ranging from seconds to hours, but all share strong (40-100%)
circular polarization. No events resemble solar Type II bursts (often
associated with CMEs), but we cannot rule out the occurrence of radio-quiet
stellar CMEs. The hours-long bursts are all polarized in the sense of the
x-mode of the star's large-scale magnetic field, suggesting they are cyclotron
maser emission from electrons accelerated in the large-scale field, analogous
to auroral processes on ultracool dwarfs. The duty cycle of luminous coherent
bursts peaks at 25% at 1-1.4 GHz, declining at lower and higher frequencies,
indicating source regions in the low corona. At these frequencies, active M
dwarfs should be the most common galactic transient source.
","Jackie Villadsen|Gregg Hallinan","National Radio Astronomy Observatory|California Institute of Technology","http://arxiv.org/abs/1810.00855v1","http://arxiv.org/pdf/1810.00855v1","http://dx.doi.org/10.3847/1538-4357/aaf88e","48 pages, 23 figures. Submitted to ApJ","","10.3847/1538-4357/aaf88e","astro-ph.SR","astro-ph.SR"
"184","1810.02921v1","2018-10-06 01:58:04","2018-10-06 01:58:04","A type III radio burst automatic analysis system and statistic results
  for a half solar-cycle with the Nançay Decameter Array data","  We design an event recognition-analysis system that can automatically detect
solar type III radio burst and can mine information of the burst from the
dynamic spectra observed by Nancay Decameter Array (NDA). We investigate the
frequency drift rate of type III bursts and the speed of electron beams
responsible for the generation of the bursts. Several computer vision methods
are used in this automatic analysis system. The Hough transform is performed to
recognize the line segment associated with type III bursts in the dynamic
spectra. A modified active contour model is used to track the backbone of the
burst and estimate the frequency drift rate at different frequency channels. We
run this system on the NDA data from 2012 to 2017, and give a statistical
survey of the event number distribution, the starting and stopping frequencies
of bursts, the frequency dependence of the drift rate, and the exciter speed
using three corona density models. The median value of the average frequency
drift rates is about 6.94MHz/s for 1389 simple well-isolated type III bursts
detected in the frequency range 10--80 MHz of NDA observation. The frequency
drift rate changes with frequency as $df/dt = -0.0672 f^{1.23}$ from a
least-squares fitting. The average exciter speed is about 0.2c based the
density models. We do not find any significant dependence of the drift rate and
the exciter speed on the solar activity cycle.
","Peijin Zhang|Chuan Bing Wang|Lin Ye","","http://arxiv.org/abs/1810.02921v1","http://arxiv.org/pdf/1810.02921v1","http://dx.doi.org/10.1051/0004-6361/201833260","10 pages,9 figures","","10.1051/0004-6361/201833260","astro-ph.SR","astro-ph.SR"
"185","1810.04353v1","2018-10-10 04:00:34","2018-10-10 04:00:34","The spectral properties of the bright FRB population","  We examine the spectra of 23 fast radio bursts detected in a fly's-eye survey
with the Australian SKA Pathfinder, including those of three bursts not
previously reported. The mean spectral index of $\alpha = -1.6_{-0.2}^{+0.3}$
($F_\nu \propto \nu^\alpha$) is close to that of the Galactic pulsar
population. The sample is dominated by bursts exhibiting a large degree of
spectral modulation: 17 exhibit fine-scale spectral modulation with an rms
exceeding 50% of the mean, with decorrelation bandwidths (half-maximum) ranging
from $\approx$ to 49 MHz. Most decorrelation bandwidths are an order of
magnitude lower than the $\gtrsim 30\,$MHz expected of Galactic interstellar
scintillation at the Galactic latitude of the survey, $|b| = 50 \pm 5 \deg$. A
test of the amplitude distribution of the spectral fluctuations reveals only 12
bursts consistent at better than a 5% confidence level with the prediction of
100%-modulated diffractive scintillation. Moreover, five of six FRBs with a
signal-to-noise ratio exceeding 18 are consistent with this prediction at less
than 1% confidence. Nonetheless, there is weak evidence (88-95% confidence)
that the amplitude of the fine-scale spectral modulation is anti-correlated
with dispersion measure (DM) that would suggest it originates as a propagation
effect. This effect appears to be corroborated by the smoothness of the
higher-DM Parkes FRBs, and could arise due to quenching of diffractive
scintillation (e.g. in the interstellar medium of the host galaxy) by angular
broadening in the intergalactic medium.
","J. -P. Macquart|R. M. Shannon|K. W. Bannister|C. W. James|R. D. Ekers|J. D. Bunton","","http://arxiv.org/abs/1810.04353v1","http://arxiv.org/pdf/1810.04353v1","http://dx.doi.org/10.3847/2041-8213/ab03d6","Submitted to ApJ Letters","","10.3847/2041-8213/ab03d6","astro-ph.HE","astro-ph.HE"
"186","1810.07313v2","2018-10-16 23:32:39","2019-09-28 08:36:50","Bayesian Time-Resolved Spectroscopy of GRB Pulses","  We performed time-resolved spectroscopy on a sample of 38 single pulses from
37 gamma-ray bursts detected by the Fermi/Gamma-ray Burst Monitor during its
first 9 years of mission. For the first time a fully Bayesian approach is
applied. A total of 577 spectra are obtained and their properties studied using
two empirical photon models, namely the cutoff power law and Band model. We
present the obtained parameter distributions, spectral evolution properties,
and parameter relations. We also provide the result files containing this
information for usage in further studies. It is found that the cutoff power law
model is the preferred model, based on the deviance information criterion and
the fact that it consistently provides constrained posterior density maps. In
contrast to previous works, the high-energy power-law index of the Band model,
$\beta$, has in general a lower value for the single pulses in this work. In
particular, we investigate the individual spectrum in each pulse, that has the
largest value of the low-energy spectral indexes, $\alpha$. For these 38
spectra, we find that 60% of the $\alpha$ values are larger than $-2/3$, and
thus incompatible with synchrotron emission.Finally, we find that the parameter
relations show a variety of behaviours. Most noteworthy is the fact that the
relation between $\alpha$ and the energy flux is similar for most of the
pulses, independent of any evolution of the other parameters.
","Hoi-Fung Yu|Hüsne Dereli-Bégué|Felix Ryde","","http://arxiv.org/abs/1810.07313v2","http://arxiv.org/pdf/1810.07313v2","http://dx.doi.org/10.3847/1538-4357/ab488a","79 pages, 24 figures, 40 tables, accepted for publication in ApJS","","10.3847/1538-4357/ab488a","astro-ph.HE","astro-ph.HE"
"187","1811.10748v1","2018-11-26 23:54:32","2018-11-26 23:54:32","FRB 121102 Bursts Show Complex Time-Frequency Structure","  FRB 121102 is the only known repeating fast radio burst source. Here we
analyze a wide-frequency-range (1-8 GHz) sample of high-signal-to-noise,
coherently dedispersed bursts detected using the Arecibo and Green Bank
telescopes. These bursts reveal complex time-frequency structures that include
sub-bursts with finite bandwidths. The frequency-dependent burst structure
complicates the determination of a dispersion measure (DM); we argue that it is
appropriate to use a DM metric that maximizes frequency-averaged pulse
structure, as opposed to peak signal-to-noise, and find DM = 560.57 +/- 0.07
pc/cc at MJD 57644. After correcting for dispersive delay, we find that the
sub-bursts have characteristic frequencies that typically drift lower at later
times in the total burst envelope. In the 1.1-1.7 GHz band, the ~ 0.5-1-ms
sub-bursts have typical bandwidths ranging from 100-400 MHz, and a
characteristic drift rate of ~ 200 MHz/ms towards lower frequencies. At higher
radio frequencies, the sub-burst bandwidths and drift rate are larger, on
average. While these features could be intrinsic to the burst emission
mechanism, they could also be imparted by propagation effects in the medium
local to the source. Comparison of the burst DMs with previous values in the
literature suggests an increase of Delta(DM) ~ 1-3 pc/cc in 4 years, though
this could be a stochastic variation as opposed to a secular trend. This
implies changes in the local medium or an additional source of
frequency-dependent delay. Overall, the results are consistent with previously
proposed scenarios in which FRB 121102 is embedded in a dense nebula.
","J. W. T. Hessels|L. G. Spitler|A. D. Seymour|J. M. Cordes|D. Michilli|R. S. Lynch|K. Gourdji|A. M. Archibald|C. G. Bassa|G. C. Bower|S. Chatterjee|L. Connor|F. Crawford|J. S. Deneva|V. Gajjar|V. M. Kaspi|A. Keimpema|C. J. Law|B. Marcote|M. A. McLaughlin|Z. Paragi|E. Petroff|S. M. Ransom|P. Scholz|B. W. Stappers|S. P. Tendulkar","","http://arxiv.org/abs/1811.10748v1","http://arxiv.org/pdf/1811.10748v1","http://dx.doi.org/10.3847/2041-8213/ab13ae","Submitted to ApJ; comments welcome","","10.3847/2041-8213/ab13ae","astro-ph.HE","astro-ph.HE"
"188","1812.01031v1","2018-12-03 19:06:31","2018-12-03 19:06:31","A $<U+03B3>$-ray determination of the Universe's star-formation history","  The light emitted by all galaxies over the history of the Universe produces
the extragalactic background light (EBL) at ultraviolet, optical, and infrared
wavelengths. The EBL is a source of opacity for $\gamma$ rays via photon-photon
interactions, leaving an imprint in the spectra of distant $\gamma$-ray
sources. We measure this attenuation using {739} active galaxies and one
gamma-ray burst detected by the {\it Fermi} Large Area Telescope. This allows
us to reconstruct the evolution of the EBL and determine the star-formation
history of the Universe over 90\% of cosmic time. Our star-formation history is
consistent with independent measurements from galaxy surveys, peaking at
redshift $z\sim2$. Upper limits of the EBL at the epoch of re-ionization
suggest a turnover in the abundance of faint galaxies at $z\sim 6$.
","The Fermi-LAT Collaboration. Contact Authors| :|M. Ajello|K. Helgason|V. Paliya|J. Finke|A. Dominguez|A. Desai","","http://arxiv.org/abs/1812.01031v1","http://arxiv.org/pdf/1812.01031v1","http://dx.doi.org/10.1126/science.aat8123","Published on Science. This is the authors' version of the manuscript","","10.1126/science.aat8123","astro-ph.HE","astro-ph.HE"
"189","1902.01861v3","2019-02-05 19:00:00","2019-05-21 21:07:50","GRB 190114C: from prompt to afterglow?","  GRB 190114C is the first gamma-ray burst detected at Very High Energies (VHE,
i.e. >300 GeV) by the MAGIC Cherenkov telescope. The analysis of the emission
detected by the Fermi satellite at lower energies, in the 10 keV -- 100 GeV
energy range, up to ~ 50 seconds (i.e. before the MAGIC detection) can hold
valuable information. We analyze the spectral evolution of the emission of GRB
190114C as detected by the Fermi Gamma-Ray Burst Monitor (GBM) in the 10 keV --
40 MeV energy range up to ~60 sec. The first 4 s of the burst feature a typical
prompt emission spectrum, which can be fit by a smoothly broken power-law
function with typical parameters. Starting on ~4 s post-trigger, we find an
additional nonthermal component, which can be fit by a power law. This
component rises and decays quickly. The 10 keV -- 40 MeV flux of the power-law
component peaks at ~ 6 s; it reaches a value of 1.7e-5 erg cm-2 s-1. The time
of the peak coincides with the emission peak detected by the Large Area
Telescope (LAT) on board Fermi. The power-law spectral slope that we find in
the GBM data is remarkably similar to that of the LAT spectrum, and the GBM+LAT
spectral energy distribution seems to be consistent with a single component.
This suggests that the LAT emission and the power-law component that we find in
the GBM data belong to the same emission component, which we interpret as due
to the afterglow of the burst. The onset time allows us to estimate the initial
jet bulk Lorentz factor Gamma_0 is about 500, depending on the assumed
circum-burst density.
","M. E. Ravasio|G. Oganesyan|O. S. Salafia|G. Ghirlanda|G. Ghisellini|M. Branchesi|S. Campana|S. Covino|R. Salvaterra","","http://arxiv.org/abs/1902.01861v3","http://arxiv.org/pdf/1902.01861v3","http://dx.doi.org/10.1051/0004-6361/201935214","7 pages, 2 figures, in press, accepted for publication in A&A","A&A 626, A12 (2019)","10.1051/0004-6361/201935214","astro-ph.HE","astro-ph.HE"
"190","1903.02249v2","2019-03-06 09:02:24","2019-06-04 11:16:00","A sample of low energy bursts from FRB 121102","  We present 41 bursts from the first repeating fast radio burst discovered
(FRB 121102). A deep search has allowed us to probe unprecedentedly low burst
energies during two consecutive observations (separated by one day) using the
Arecibo telescope at 1.4 GHz. The bursts are generally detected in less than a
third of the 580-MHz observing bandwidth, demonstrating that narrow-band FRB
signals may be more common than previously thought. We show that the bursts are
likely faint versions of previously reported multi-component bursts. There is a
striking lack of bursts detected below 1.35 GHz and simultaneous VLA
observations at 3 GHz did not detect any of the 41 bursts, but did detect one
that was not seen with Arecibo, suggesting preferred radio emission frequencies
that vary with epoch. A power law approximation of the cumulative distribution
of burst energies yields an index $-1.8\pm0.3$ that is much steeper than the
previously reported value of $\sim-0.7$. The discrepancy may be evidence for a
more complex energy distribution. We place constraints on the possibility that
the associated persistent radio source is generated by the emission of many
faint bursts ($\sim700$ ms$^{-1}$). We do not see a connection between burst
fluence and wait time. The distribution of wait times follows a log-normal
distribution centered around $\sim200$ s; however, some bursts have wait times
below 1 s and as short as 26 ms, which is consistent with previous reports of a
bimodal distribution. We caution against exclusively integrating over the full
observing band during FRB searches, because this can lower signal-to-noise.
","K. Gourdji|D. Michilli|L. G. Spitler|J. W. T. Hessels|A. Seymour|J. M. Cordes|S. Chatterjee","","http://arxiv.org/abs/1903.02249v2","http://arxiv.org/pdf/1903.02249v2","http://dx.doi.org/10.3847/2041-8213/ab1f8a","Accepted version. 16 pages, 7 figures, 1 table","The Astrophysical Journal Letters, Volume 877, Issue 2, article
  id. L19, 12 pp. (2019)","10.3847/2041-8213/ab1f8a","astro-ph.HE","astro-ph.HE"
"191","1903.04682v1","2019-03-12 01:08:25","2019-03-12 01:08:25","On Solar Recurrent Coronal Jets: Coronal Geysers as Sources of Electron
  Beams and Interplanetary Type-III Radio Bursts","  Coronal Jets are transitory small-scale eruptions omnipresent in solar
observations. Active regions jets produce significant perturbations on the
ambient solar atmosphere and are believed to be generated by microflare
reconnection.
  Multiple sets of recurrent jets are identified in extreme-ultraviolet filter
imaging. In this work we analyze the long time-scale recurrence of coronal jets
originating from a unique footpoint structure observed in the lower corona. We
report the detection of penumbral magnetic structures in the lower corona.
These structures, that we entitled ""Coronal Geysers"", persist through multiple
reconnection events that trigger recurrent jets in a quasi-periodical trend.
  Recurrent jet eruptions have been associated with Type-III radio bursts that
are manifestations of traveling non-thermal electron beams.We examine the
assumed link, as the coronal sources of interplanetary Type-III bursts are
still open for debate. We scrutinized the hypothesized association by
temporally correlating a statistically significant sample of six Geyser
structures, that released at least 50 recurrent jets, with correspondent
Type-III radio bursts detected in the interplanetary medium.
  Data analysis of these phenomena provides new information towards
understanding of small-scale reconnection, non-thermal electron beam
acceleration, and energy release. We find that the penumbral Geyser-like
flaring structures produce recurring jets. They can be long-lived,
quasi-stable, and act as coronal sources for Type-III bursts and implicitly for
upwards accelerated electron beams.
","Alin Razvan Paraschiv|Alina Donea","","http://arxiv.org/abs/1903.04682v1","http://arxiv.org/pdf/1903.04682v1","http://dx.doi.org/10.3847/1538-4357/ab04a6","18 pages, 5 figures and 1 table. APJ Accepted","The Astrophysical Journal, Volume 873, Number 2, 2019","10.3847/1538-4357/ab04a6","astro-ph.SR","astro-ph.SR"
"192","1905.10960v2","2019-05-27 03:53:19","2019-10-19 03:31:27","TrendNets: Mapping Emerging Research Trends From Dynamic Co-Word
  Networks via Sparse Representation","  Mapping the knowledge structure from word co-occurrences in a collection of
academic papers has been widely used to provide insight into the topic
evolution in an arbitrary research field. In a traditional approach, the paper
collection is first divided into temporal subsets, and then a co-word network
is independently depicted in a 2D map to characterize each period's trend. To
effectively map emerging research trends from such a time-series of co-word
networks, this paper presents TrendNets, a novel visualization methodology that
highlights the rapid changes in edge weights over time. Specifically, we
formulated a new convex optimization framework that decomposes the matrix
constructed from dynamic co-word networks into a smooth part and a sparse part:
the former represents stationary research topics, while the latter corresponds
to bursty research topics. Simulation results on synthetic data demonstrated
that our matrix decomposition approach achieved the best burst detection
performance over four baseline methods. In experiments conducted using papers
published in the past 16 years at three conferences in different fields, we
showed the effectiveness of TrendNets compared to the traditional co-word
representation. We have made our codes available on the Web to encourage
scientific mapping in all research fields.
","Marie Katsurai|Shunsuke Ono","","http://arxiv.org/abs/1905.10960v2","http://arxiv.org/pdf/1905.10960v2","http://dx.doi.org/10.1007/s11192-019-03241-6","This is a pre-print of an article published in Scientometrics, 2019","","10.1007/s11192-019-03241-6","cs.DL","cs.DL|cs.IR"
